Year,Country,Production,Yield,Pesticides,Fertilizer (N),Fertilizer (K2O),Fertilizer (P2O5),Fertilizer (Total),Agricultural Value Added,Mean Temperature,Precipitation,Agricultural Employment,FPI,Population,Agricultural Machinery,Export Value,Export Avg Price,Import Value,Import Avg Price,Urbanization
2000,Italy,6793332,602.0322580645161,1.75,828.0,400.0,504.0,204.269371388135,2.079655,13.37,802.66,5.2,115.2,56966.397,1938.45146833353,,,,,2.050827565101971
2001,Italy,5756762,516.9041932297746,1.71,819.0,380.0,457.0,168.594915457489,1.970748,13.18,767.13,5.2,112.89,56994.993,2033.80381340688,,,,,2.0563913520823336
2002,Italy,5181934,475.66862493115474,2.18,789.0,378.0,449.0,171.121877639677,1.878089,13.39,950.18,4.9,109.62,57107.577,2117.05200917099,,,,,2.065836946366781
2003,Italy,5994333,568.7762596071733,2.06,753.0,380.0,454.0,177.702475185325,1.806457,13.49,720.31,4.7,105.8,57425.175,,,,,,2.077044386100216
2004,Italy,6923979,657.6103143698357,1.79,685.0,345.0,393.0,181.418097505953,1.991337,12.9,853.08,4.1,119.09,57860.661,,,,,,2.0883281091865595
2005,Italy,6476933,626.7595316431198,1.86,641.0,291.0,346.0,171.753084832905,1.878989,12.52,831.26,4.2,115.37,58199.876,,,,,,2.09964190596263
2006,Italy,5723700,576.9277290595707,1.71,701.0,298.0,381.0,177.031588937093,1.834594,13.25,704.82,4.3,110.56,58429.903,,,,,,2.1110327851345803
2007,Italy,5884978,606.5736961451247,1.87,708.0,303.0,319.0,190.229953981314,1.816475,13.46,737.22,4.0,109.17,58778.482,,248090114.0,2.2090100035366937,111593285.0,1.3144768953532742,2.122485359642852
2008,Italy,5386390,536.4289128789387,1.8,609.0,149.0,193.7,143.47626033609,1.867852,13.32,908.08,3.7,112.33,59224.228,,242238424.0,2.116832877229081,116571657.0,1.3261862010631933,2.1340160579492684
2009,Italy,6198595,648.4292947256105,1.68,592.0,110.0,263.0,120.111588597622,1.942157,13.38,874.27,3.7,112.32,59562.841,,205135907.0,2.195715954316166,160849183.0,1.217142301078041,2.145577431278072
2010,Italy,5429546,563.8274938212633,1.68,572.0,136.0,184.0,122.745952854303,1.923583,12.78,953.09,3.8,108.58,59822.45,,287829205.0,2.2288196617639318,132431160.0,1.3631551279489964,2.157217351885829
2011,Italy,5362330,580.3010627015561,1.67,568.0,136.0,178.0,134.322470238095,1.954134,13.6,720.84,3.7,107.84,60025.952,,246005376.0,2.318937682796166,149473439.0,1.1542274563568122,2.168920583552965
2012,Italy,5039779,527.1735355648535,1.52,585.0,140.0,169.0,122.506322000562,1.975954,13.46,749.07,3.7,103.52,60190.145,,214157143.0,2.102946403119268,159573242.0,1.2324614973666586,2.193279137496832
2013,Italy,4795507,527.7326950588753,1.39,594.0,140.0,169.0,129.303500805625,2.033111,13.19,858.64,3.6,101.77,60312.599,,243146456.0,2.250288124834829,141707643.0,1.174744642568402,2.2236152671257536
2014,Italy,5068566,555.7028834557615,1.58,583.0,124.0,173.0,126.564060642093,1.987074,13.86,927.82,3.6,95.58,60322.791,,261052930.0,2.2598457182857823,149755030.0,1.2639046681770052,2.254413822657108
2015,Italy,5776913,638.4740274093722,1.57,607.0,120.0,170.0,134.126950462051,2.065237,13.82,713.28,3.8,102.55,60232.906,,203589891.0,1.969175009823876,156885663.0,1.0919101620329787,2.2856387332048103
2016,Italy,5801536,634.1169526724232,1.51,603.6,116.0,162.0,131.500671942661,2.037714,13.61,776.5,3.9,101.88,60118.626,,192053258.0,1.8240582833198744,118932990.0,1.0084873015663722,2.3173402349860472
2017,Italy,5421497,588.1252122144393,1.47,599.6,114.1,172.0,130.435240867721,1.928854,13.48,669.65,3.8,97.96,60004.032,,157491228.0,2.3575460360078857,156326698.0,1.1845527811512022,2.349392312228891
2018,Italy,5225245,570.4415938864629,1.39,595.1,114.0,167.0,129.836977539789,1.94658,14.13,739.44,3.8,99.17,59877.425,,170189826.0,2.1466027904426928,146083923.0,1.127822823298449,2.382668230652099
2019,Italy,5206779,558.124121697018,1.26,561.6,111.0,188.0,128.005145365693,1.906551,13.9,890.82,3.9,98.46,59727.932,,142415661.0,2.147029168555789,166075053.0,1.1748976946176466,2.417156784106345
2020,Italy,5630613,608.0575593952484,1.44,597.7,113.0,194.9,136.256000585566,1.999544,13.85,769.88,4.0,99.93,59500.579,,152296568.0,2.4126732486552016,151175195.0,1.1554094607640115,2.4528927605193043
2021,Italy,5988281,,,,,,,1.848924,13.5,730.57,4.1,99.64,59240.329,,187308666.0,2.6708821494196595,168980538.0,1.3155449663873804,2.489910818483048
1992,Latvia,7054,4.125146198830409,0.47,63.0,60.0,45.0,99.5260663507109,5.843229,6.99,634.56,22.4,128.95,2662.883,363.744075829384,,,,,2.2104720176044776
1993,Latvia,11286,6.59614260666277,0.25,40.0,53.0,2.3,56.4908120924718,5.616668,5.87,675.44,22.1,117.08,2638.889,341.434499110848,,,,,2.204996152987019
1994,Latvia,7054,4.054022988505747,0.21,40.0,53.0,2.3,55.7309941520468,4.748383,6.21,662.82,21.6,85.94,2606.454,325.146198830409,,,,,2.215529370716889
1995,Latvia,7054,6.841901066925315,0.28,12.0,6.0,4.0,21.9560878243513,4.860523,6.58,686.76,21.1,78.27,2570.151,503.992015968064,,,,,2.200044139014935
1996,Latvia,10581,9.83364312267658,0.3,14.0,5.0,6.0,23.5849056603774,4.315972,5.22,579.67,20.4,73.24,2534.287,594.339622641509,,,,,2.1898240132594866
1997,Latvia,8494,7.764168190127971,0.27,19.0,8.0,8.1,32.5301204819277,4.267413,6.36,728.14,19.7,75.83,2498.879,527.692307692308,,,,,2.18471266471687
1998,Latvia,5285,4.934640522875817,0.33,31.5,7.0,10.7,46.4589235127479,3.806112,6.16,757.01,19.0,67.07,2462.337,503.928234183192,,,,,2.1697150376302647
1999,Latvia,5749,5.754754754754755,0.32,33.6,10.3,10.5,55.1945288753799,3.434313,7.21,626.8,17.5,61.15,2426.351,556.423505572442,,,,,2.146678339954004
2000,Latvia,5803,5.909368635437882,0.28,28.5,11.6,10.5,51.8443298969072,3.794193,7.53,650.51,14.9,62.21,2392.53,575.412371134021,,,,,2.131526961602013
2001,Latvia,8860,9.1340206185567,0.36,38.8,11.8,15.4,59.1492693110647,3.89718,6.64,790.11,15.5,61.43,2359.249,580.835073068894,,,,,2.1201659906924566
2002,Latvia,10623,10.784771573604061,0.31,36.4,11.5,15.4,45.6742034943474,3.884748,7.06,582.44,16.2,64.93,2326.144,580.65775950668,,,,,2.110462123576117
2003,Latvia,14739,15.210526315789474,0.44,35.9,13.0,9.6,61.4748275862069,3.5023,6.38,639.26,14.2,64.93,2294.342,577.784743991641,,,,,2.105588179834604
2004,Latvia,10626,10.407443682664056,0.54,37.8,12.2,9.8,59.9791873141724,3.339011,6.46,692.82,13.3,66.24,2263.443,552.001982160555,,,,,2.115219890557098
2005,Latvia,9551,8.643438914027149,0.59,39.3,12.0,14.0,68.040293040293,3.275855,6.45,633.68,12.1,73.59,2233.157,513.736263736264,,,,,2.1249980919605624
2006,Latvia,16083,13.204433497536947,0.64,44.5,13.0,14.5,62.655601659751,2.816925,7.01,595.87,11.5,69.64,2203.913,479.917012448133,,,,,2.1217792779522053
2007,Latvia,10299,8.596828046744575,0.85,55.5,13.0,15.0,67.7247474747475,2.745333,7.29,721.01,10.2,79.02,2176.053,501.363636363636,692684.0,1.326614880186309,21353597.0,1.279944655764574,2.115301339348973
2008,Latvia,6631,5.633814783347494,0.78,52.5,12.0,9.0,66.9470085470086,2.695977,7.69,710.09,8.0,80.37,2150.412,,2401665.0,1.2180310991195682,25992127.0,1.367313456288188,2.108829301319607
2009,Latvia,6490,5.5281090289608175,0.69,44.2,14.0,12.0,64.8835616438356,3.522432,6.63,740.31,8.8,77.5,2126.265,,1419392.0,1.261847780863616,18464022.0,1.1753466994911208,2.106919104293448
2010,Latvia,7487,6.344915254237288,0.85,40.0,9.0,11.0,77.6479113384484,3.471219,5.65,826.3,8.6,73.28,2101.53,,3158766.0,1.676590902214973,21204981.0,1.5367633177274955,2.1095965599729967
2011,Latvia,11157,9.576824034334765,0.88,47.9,13.8,15.0,83.2322970639033,3.526108,7.25,645.13,8.9,73.51,2076.974,,6450521.0,1.5659903591339146,22630371.0,1.258057915078091,2.1122819907962413
2012,Latvia,8067,6.813344594594595,0.89,57.8,16.0,19.0,91.5653650254669,3.549775,6.18,813.83,8.4,87.12,2053.636,,6283583.0,2.1059037587715506,25036425.0,1.450936871698524,2.1149691951236798
2013,Latvia,9315,7.6729818780889625,0.89,57.0,17.0,21.0,100.656456953642,3.282714,7.08,648.08,8.1,84.64,2031.486,,6786683.0,1.5367437489739657,24254504.0,1.3710748117920384,2.117657033650122
2014,Latvia,6931,5.704526748971193,0.96,56.5,17.0,21.0,101.124069478908,3.534237,7.35,671.04,7.5,88.75,2011.039,,6558671.0,1.6871964971230815,26315827.0,1.4056978893079883,2.120352070277858
2015,Latvia,8544,6.909826122118884,0.85,84.0,18.9,23.0,104.759310456985,3.494675,7.94,576.33,7.9,107.21,1991.955,,6923235.0,1.857833967394148,22957835.0,1.280701165218834,2.1230465903195825
2016,Latvia,8212,6.33641975308642,1.0,118.7,35.1,34.1,104.192546583851,3.267716,7.08,720.98,7.7,104.04,1973.476,,6300701.0,1.8147629808802868,22292190.0,1.2652662735058724,2.127036192453016
2017,Latvia,7150,5.508474576271187,0.84,104.6,34.2,33.1,103.484496124031,3.222038,6.89,826.48,6.9,106.11,1954.862,,8220316.0,1.8902575227402805,28150103.0,1.4295996846055632,2.132322037928397
2018,Latvia,7336,5.63008442056792,1.15,103.5,33.4,31.4,101.152895752896,2.985323,7.6,568.89,7.0,83.55,1935.63,,8556690.0,2.0143554805896158,28757050.0,1.4563302728691363,2.1389118848226296
2019,Latvia,6701,5.045933734939759,0.95,112.5,34.5,36.8,105.570128885519,3.630111,7.97,676.06,7.3,104.75,1916.555,,9586048.0,1.9646008812172515,31627484.0,1.5162658941325382,2.1468202610181883
2020,Latvia,6349,4.727475800446761,1.03,123.9,37.0,41.0,113.426536731634,3.736754,8.56,661.85,7.2,110.86,1897.052,,10295370.0,2.0358087772930946,32772105.0,1.5136912127855413,2.1560613942073634
2021,Latvia,7477,,,,,,,3.168973,6.81,694.02,6.8,101.52,1873.919,,12899705.0,2.0655278889469955,38908769.0,1.6268083502270037,2.166646968642997
1992,Lithuania,6710,2.290884260839877,0.41,88.0,50.0,18.0,54.0727902946274,14.428517,7.48,642.39,23.5,102.74,3795.742,256.0,,,,,2.0735088719328245
1993,Lithuania,1859,0.6470588235294118,0.3,43.0,27.0,17.0,30.7637906647808,15.357223,6.38,693.42,23.1,95.71,3788.528,288.628005657709,,,,,2.0678997951472207
1994,Lithuania,2984,1.1346007604562738,0.29,43.0,22.0,14.0,30.5019305019305,11.168514,6.84,673.57,22.6,74.83,3770.456,323.27027027027,,,,,2.0622994347248143
1995,Lithuania,1457,0.5008594018563081,0.29,40.0,48.0,30.0,41.1723656664341,11.836537,7.02,697.11,22.1,75.97,3747.267,304.759246336357,,,,,2.056711723063722
1996,Lithuania,7711,2.649828178694158,0.35,79.0,30.0,10.0,41.5212840195394,6.874503,5.53,547.21,21.6,84.87,3722.022,318.426378227495,,,,,2.0511329529589366
1997,Lithuania,9193,3.1472098596371105,0.31,81.1,38.0,18.2,47.7067407922168,6.732057,6.74,688.6,20.7,91.14,3694.896,328.353022932592,,,,,2.0455837426123478
1998,Lithuania,9023,3.0763723150357993,0.28,83.4,38.0,18.4,48.3737024221453,5.841003,6.66,782.21,19.6,86.99,3665.51,336.678200692042,,,,,2.04004326875799
1999,Lithuania,6570,2.192923898531375,0.28,94.0,40.0,20.0,52.1503555706062,4.968811,7.74,645.41,20.0,76.53,3633.944,342.065695902472,,,,,2.0345181601893705
2000,Lithuania,4854,1.6617596713454297,0.26,98.0,35.0,20.0,53.1619179986101,4.997296,8.08,623.75,19.2,80.75,3599.637,354.412786657401,,,,,2.028999146269839
2001,Lithuania,4231,2.527479091995221,0.32,102.0,40.0,20.0,99.3255671367259,4.382554,7.17,756.43,17.6,69.27,3560.142,626.77498467198,,,,,2.022849658869396
2002,Lithuania,4200,2.4970273483947683,0.32,115.0,44.0,30.0,115.314215985357,4.3578,7.72,614.09,18.6,75.62,3515.799,628.43197071385,,,,,2.014576892077441
2003,Lithuania,3971,2.532525510204082,0.33,116.0,43.0,31.0,124.590163934426,4.157324,6.88,628.95,18.7,76.85,3469.675,691.147540983607,,,,,2.0063404879912867
2004,Lithuania,2263,1.3721804511278195,0.4,117.0,44.0,32.0,119.401138332096,3.76595,6.88,694.16,16.3,76.58,3422.591,666.914130165801,,,,,1.9981228025839175
2005,Lithuania,1983,1.0188562914247548,0.41,119.0,44.0,32.0,102.28166797797,3.556884,6.88,644.09,14.3,78.24,3373.533,578.022554419093,,,,,1.9971760197382868
2006,Lithuania,1289,0.673318010865023,0.55,122.0,46.0,32.0,115.499254843517,2.951342,7.38,609.8,13.8,66.55,3322.932,602.512241856504,,,,,2.0035693667237924
2007,Lithuania,1474,0.790136692575717,1.05,127.0,42.0,34.0,119.307038570495,2.982747,7.83,753.47,11.3,78.67,3272.418,625.953366746568,34473187.0,1.188105274110388,37925233.0,1.127591694494547,2.00998252227648
2008,Lithuania,1301,0.6887606543490921,1.03,118.3,32.0,22.0,90.9481600859522,2.978137,8.14,683.25,8.1,80.11,3224.378,631.641149610529,60345516.0,1.2222203903869588,63863185.0,1.2143884929022857,2.0164266538551403
2009,Lithuania,1509,0.7249927933121937,1.02,134.4,42.6,33.3,102.449237960754,3.546025,7.13,730.65,9.0,81.76,3180.479,,30715477.0,1.434816502128181,46455643.0,1.3238782670101967,2.0158330731922733
2010,Lithuania,13110,6.074788007969974,0.76,143.2,45.5,35.0,103.976685155589,3.260778,6.3,851.14,8.8,72.61,3139.019,,58730634.0,1.807824900766167,78154540.0,1.7839999044936403,2.008119739189971
2011,Lithuania,14089,6.3561310114589915,0.79,147.0,46.0,36.0,104.771926613899,3.280383,7.68,659.53,8.5,79.3,3099.798,,89347696.0,1.7963998936326908,101846954.0,1.662201204073525,2.006706777164156
2012,Lithuania,11121,4.851459233084674,0.85,150.0,46.0,38.0,107.05596107056,3.538067,6.78,786.07,8.8,91.86,3063.341,,141851374.0,1.9514242184160853,158947294.0,1.8154867735853335,2.017847277698951
2013,Lithuania,11483,4.943176926388291,0.87,155.0,53.0,43.0,109.635887360838,3.311865,7.54,686.89,8.4,87.76,3028.189,,178397624.0,1.6552509951099763,197610819.0,1.553241170389921,2.0290144622607853
2014,Lithuania,11482,4.815669169148177,0.81,163.2,55.2,44.1,111.752191302868,3.327204,7.84,646.8,9.2,95.06,2994.927,,124224567.0,1.4619174157884385,147374267.0,1.4355657372320587,2.040263516891174
2015,Lithuania,7425,3.364447868050206,0.79,167.8,56.9,45.5,122.582070997744,3.420675,8.43,575.75,9.1,105.97,2963.765,,44074340.0,0.5466407440348974,75420943.0,0.7989266318682785,2.0515720364033005
2016,Lithuania,11086,5.091159586681974,1.03,169.5,57.4,46.5,131.852716072429,3.207298,7.69,763.94,8.0,98.97,2933.673,,16725469.0,0.446702632453632,42157142.0,0.7221624214678635,2.064285480976821
2017,Lithuania,11478,5.3655572176514585,0.9,172.0,60.0,50.6,141.108998431335,3.072973,7.5,837.48,7.8,100.73,2904.45,,16543813.0,0.5386267707628495,51281372.0,1.048248238655863,2.0783929670741657
2018,Lithuania,11685,5.4323570432357045,0.75,174.1,62.5,52.6,133.516784869976,2.638503,8.19,580.61,7.2,83.23,2876.128,,11840659.0,0.7927738799294283,39716459.0,1.1095239078323589,2.0939386670940388
2019,Lithuania,11225,4.995549621717846,0.75,175.0,63.0,52.1,137.083502870835,2.782585,8.64,613.89,6.4,94.17,2849.083,,12528316.0,1.245812939063902,40559424.0,1.354013218975456,2.110952185462973
2020,Lithuania,11148,4.879201680672269,0.72,199.0,63.2,52.0,140.003472036988,3.2843,8.96,636.34,5.7,107.6,2820.267,,12856168.0,1.2324444625947064,41032278.0,1.3420844066332511,2.1294602695361013
2021,Lithuania,13372,,,,,,,2.735192,7.28,709.01,5.3,96.15,2786.651,,8799391.0,1.422723238704372,43601574.0,1.5767947444290615,2.1495004047774837
2000,Luxembourg,381,6.0476190476190474,0.65,162.0,88.0,45.0,,0.579062,10.39,1084.78,2.4,87.7,435.628,1155.64516129032,,,,,5.335575442368596
2001,Luxembourg,339,5.380952380952381,0.64,165.0,80.0,45.0,,0.469134,9.86,1171.92,1.5,89.43,441.25,1174.83870967742,,,,,5.597494079913672
2002,Luxembourg,254,4.031746031746032,0.61,165.0,85.0,45.0,267.467741935484,0.616114,10.31,1103.5,2.0,94.03,445.913,1135.8064516129,,,,,5.802066407088329
2003,Luxembourg,551,8.746031746031745,0.62,165.0,85.0,45.0,267.467741935484,0.354674,10.18,756.5,2.7,91.31,451.351,1117.09677419355,,,,,6.014065072520581
2004,Luxembourg,424,6.73015873015873,0.59,163.0,89.0,52.0,333.612903225806,0.387353,9.68,910.5,2.0,96.01,457.788,1094.67741935484,,,,,6.23408104776086
2005,Luxembourg,246,3.967741935483871,0.63,160.0,89.0,52.0,313.15,0.29797,9.95,793.72,1.7,90.67,464.86,1149.66666666667,,,,,6.461571056062582
2006,Luxembourg,195,3.1451612903225805,0.64,156.0,89.0,49.0,293.633333333333,0.293891,10.3,911.92,1.8,89.35,472.404,1112.16666666667,,,,,6.697652116402117
2007,Luxembourg,240,3.8095238095238093,0.64,166.0,84.0,47.0,276.409836065574,0.291686,10.47,1047.62,1.8,89.47,479.868,1052.62295081967,788828.0,2.2615481651376146,10660170.0,2.5211449978182747,6.942479504768278
2008,Luxembourg,234,3.65625,0.63,149.0,55.0,23.0,250.516129032258,0.247124,9.9,979.69,1.7,91.08,488.635,1039.67741935484,687924.0,2.260795835469496,10947413.0,2.197507898846588,7.196418011320436
2009,Luxembourg,212,3.347544607610927,0.62,169.5,59.0,24.0,244.584749878582,0.25821,10.04,948.82,1.4,92.54,497.868,,737530.0,2.043494885236454,10136653.0,2.038550783512453,7.459108883889002
2010,Luxembourg,201,3.167848699763593,0.63,192.0,54.0,23.0,258.19209039548,0.286043,8.8,992.27,1.1,91.05,507.07,,899317.0,2.4572979796599794,11724015.0,2.2605666024656803,7.731566008217717
2011,Luxembourg,181,2.8445701713028444,0.63,192.0,54.0,23.0,270.605280103026,0.217315,10.59,806.14,1.2,91.17,518.206,,943765.0,2.081069459757442,10463857.0,2.0157779547087187,8.014077425842132
2012,Luxembourg,271,4.225791361297365,0.64,192.0,54.0,23.0,258.519820971867,0.252382,9.87,982.17,1.3,89.21,530.585,,856635.0,2.3688948005906787,11511404.0,2.295550704444709,8.30112335994689
2013,Luxembourg,294,4.595185995623632,0.62,191.0,54.0,23.0,247.590072057646,0.202479,9.37,945.12,1.6,91.92,543.066,,1083056.0,2.106371102782872,12155478.0,2.24535822076351,8.59150936751655
2014,Luxembourg,347,5.408354114713217,0.5,191.0,55.0,21.0,240.760261938987,0.225209,11.1,900.24,1.4,96.69,556.069,,1374497.0,2.4304796428097784,13886745.0,2.629934342285602,8.885317269932655
2015,Luxembourg,347,5.392385392385393,0.44,188.0,57.0,21.0,242.675159235669,0.223733,10.56,816.56,1.0,102.08,569.408,,1164786.0,2.2436794628049026,12506528.0,2.4194095543491048,9.18219547251168
2016,Luxembourg,48,0.7570977917981073,0.61,185.0,57.0,20.0,262.107985774329,0.21222,10.12,976.33,1.0,101.23,583.351,,1377140.0,2.2578693585646854,13385677.0,2.316487486148936,9.482039798277714
2017,Luxembourg,48,0.7548119260284313,0.51,185.0,60.0,20.0,252.218801379799,0.195015,10.45,897.76,1.4,104.67,596.283,,1286966.0,2.6585647502597696,14565053.0,2.640028486465304,9.784152449956563
2018,Luxembourg,28,0.43972611344933726,0.49,188.0,60.0,20.0,234.681392278713,0.216408,11.16,814.82,1.1,111.03,607.913,,1513734.0,2.542740326146114,16270456.0,2.7883746373672174,10.088130881496648
2019,Luxembourg,28,0.4408407462804062,0.45,187.0,60.0,21.0,245.678593908875,0.202129,10.83,897.21,0.7,110.39,619.973,,1668843.0,2.5965723265547447,16202526.0,2.7954466168464616,10.39384685853882
2020,Luxembourg,28,0.43966397110779615,0.43,181.9,60.0,18.9,238.623209399646,0.196491,11.33,827.43,0.8,113.61,630.399,,1464842.0,2.5600845880266,16964606.0,2.878724568978829,10.700712957222564
2021,Luxembourg,141,,,,,,,0.186923,9.81,1023.89,1.1,112.69,639.321,,1839870.0,3.158808289710657,19337196.0,3.3604565322567197,11.008210567668437
1961,Netherlands,171482,166.97370983446933,,242.9,134.6,100.9,473.891129032258,,9.93,915.78,,43.5,11647.367,625.0,,,,,1.5012433589289207
1962,Netherlands,174502,174.15369261477045,,294.0,116.1,101.4,538.159420289855,,8.19,751.42,,45.41,11803.458,724.63768115942,,,,,1.5127902872104817
1963,Netherlands,172364,174.4574898785425,,289.7,146.6,119.1,587.038988408851,,7.9,695.9,,45.64,11958.415,821.917808219178,,,,,1.5244257465009785
1964,Netherlands,222191,227.42169907881268,,293.7,139.1,111.7,580.547491995731,,9.14,705.64,,46.0,12117.829,917.822838847385,,,,,1.5361668660319705
1965,Netherlands,237894,245.7582644628099,,310.8,136.6,114.8,605.842672413793,,8.72,979.7,,44.84,12275.791,1012.93103448276,,,,,1.547965751542456
1966,Netherlands,226826,239.7737843551797,,337.4,130.1,109.1,643.515050167224,,9.43,1018.76,,46.72,12426.787,1137.1237458194,,,,,1.5598715626509736
1967,Netherlands,263616,285.9175704989154,,343.4,128.2,105.6,661.331042382589,,9.97,791.9,,51.58,12576.967,1264.60481099656,,,,,1.5718689597837447
1968,Netherlands,261757,286.6998904709748,,339.2,125.1,104.0,657.665509259259,,9.18,798.66,,53.39,12727.2,1373.84259259259,,,,,1.5839754234541137
1969,Netherlands,272583,305.92929292929296,,387.4,121.7,107.5,729.066272189349,,9.21,720.23,,54.0,12881.249,1502.95857988166,,,,,1.5961413948107896
1970,Netherlands,298693,344.5132641291811,,405.3,135.0,109.9,788.35072815534,0.831029,9.09,819.64,,59.09,13037.686,1641.90533980583,,,,,1.6084178317697535
1971,Netherlands,263371,325.1493827160494,,373.7,126.3,101.3,780.748051948052,0.8943,9.66,573.55,,60.91,13186.712,1818.18181818182,,,,,1.6255572198903565
1972,Netherlands,275351,342.47636815920396,,377.4,124.8,101.8,790.985620915033,0.907126,8.98,670.46,,60.09,13324.176,1888.88888888889,,,,,1.647770280028486
1973,Netherlands,276569,346.1439299123905,,410.5,114.0,109.8,831.785808147175,0.909868,9.46,713.52,,62.57,13447.57,1959.2641261498,,,,,1.6702241339583055
1974,Netherlands,283042,353.8025,,435.4,113.0,92.6,837.409448818898,0.987867,9.77,912.98,,67.61,13560.532,2017.06036745407,,,,,1.693015482254014
1975,Netherlands,264157,331.85552763819095,,452.7,101.4,80.7,836.281949934124,1.125287,9.86,666.04,,67.21,13663.969,2062.30566534914,,,,,1.71611836966492
1976,Netherlands,284032,352.83478260869566,,429.8,113.9,91.7,826.49544863459,1.198992,9.77,545.36,,68.47,13760.112,2080.62418725618,,,,,1.739568846585765
1977,Netherlands,279463,345.01604938271606,,446.7,110.6,86.6,830.851612903226,1.198664,9.64,759.18,,70.79,13855.566,2116.12903225806,,,,,1.763273758070785
1978,Netherlands,283270,347.997542997543,,443.2,106.6,80.7,808.570512820513,1.265852,8.98,672.42,,75.29,13949.408,2153.84615384615,,,,,1.7873350607933027
1979,Netherlands,308399,376.55555555555554,,486.2,123.7,84.1,883.917197452229,1.387333,8.52,838.54,,77.95,14040.287,2203.27388535032,,,,,1.8117245249668932
1980,Netherlands,301546,366.8442822384428,,482.7,112.3,82.7,859.650632911392,1.407733,9.01,834.59,,79.89,14130.387,2253.16455696203,,,,,1.836480910149264
1981,Netherlands,311445,380.27472527472526,,477.4,106.0,80.0,842.352791878173,1.546757,9.26,919.2,,82.84,14217.318,2258.88324873096,,,,,1.865619467840924
1982,Netherlands,360179,439.2426829268293,,456.6,102.0,77.4,805.348101265823,1.632391,10.01,719.79,,85.52,14296.533,2278.48101265823,,,,,1.899465427416702
1983,Netherlands,361702,435.26113116726833,,478.3,117.3,86.5,851.797752808989,1.552528,10.08,789.0,,85.29,14369.647,2284.64419475655,,,,,1.933925440056598
1984,Netherlands,371602,439.2458628841608,,505.1,116.6,86.1,877.460220318237,1.675547,9.32,858.12,,89.57,14441.927,2242.17870257038,,,,,1.9690594825499572
1985,Netherlands,400538,468.4654970760234,,495.6,119.7,81.8,848.914043583535,1.700178,8.47,756.64,,90.21,14515.704,2220.01210653753,,,,,2.0047325635775195
1986,Netherlands,416529,477.12371134020617,,504.2,103.7,90.8,827.68009478673,1.826209,8.91,799.68,,92.79,14592.531,2169.43127962085,,,,,2.041102240964935
1987,Netherlands,416529,468.0101123595506,,458.1,97.8,79.5,738.152148664344,1.7706,8.63,849.42,,92.0,14675.301,2123.69337979094,,,,,2.0781318691224944
1988,Netherlands,431758,480.79955456570156,,435.0,102.7,82.5,737.413118527043,1.845947,10.17,899.24,,91.31,14762.318,2101.26582278481,,,,,2.115885809637878
1989,Netherlands,472726,522.3491712707182,,409.0,98.4,82.7,677.439497716895,1.869828,10.69,657.94,,89.44,14850.225,2082.76255707763,,,,,2.15421853902134
1990,Netherlands,494885,544.4279427942794,0.58,392.0,94.6,74.0,637.770193401593,1.954849,10.74,729.29,,93.16,14944.548,2073.12855517634,,,,,2.1932999254243293
1991,Netherlands,484377,531.6981339187706,0.58,392.0,94.0,75.0,636.502837684449,1.956042,9.52,657.72,4.0,88.72,15046.584,2065.83427922815,,,,,2.2603944759600725
1992,Netherlands,496484,538.4859002169197,0.53,388.0,86.0,70.0,615.056369785795,1.99282,10.39,813.9,3.9,94.02,15150.685,2029.3122886133,,,,,2.35831877923138
1993,Netherlands,461456,499.4112554112554,0.62,370.0,81.0,67.0,585.190529875986,2.02377,9.49,868.94,4.1,94.0,15251.086,2006.76437429538,,,,,2.4601987777806733
1994,Netherlands,426961,464.0880434782609,0.53,395.0,77.0,62.0,603.389830508475,2.015885,10.55,888.58,4.0,90.76,15349.478,1988.70056497175,,,,,2.566628646750109
1995,Netherlands,457420,499.36681222707426,0.76,390.0,75.0,70.0,606.575963718821,1.992964,10.27,802.49,3.8,91.93,15446.668,1956.87074829932,,,,,2.677663306062853
1996,Netherlands,365357,393.27987082884823,0.53,390.0,72.0,65.0,588.853631284916,1.836279,8.37,585.78,3.8,93.58,15538.616,1865.9217877095,,,,,2.793664637545574
1997,Netherlands,388354,415.35187165775403,0.66,375.0,73.0,60.0,563.817980022198,1.88672,10.11,673.95,3.7,88.72,15629.905,1786.90344062153,,,,,2.914351193784634
1998,Netherlands,388354,412.70350690754515,0.72,350.0,73.0,62.0,535.320088300221,1.71878,10.21,1020.33,3.5,90.17,15722.594,1710.81677704194,,,,,3.040429579194169
1999,Netherlands,399776,421.26027397260276,0.65,345.0,68.0,58.0,515.317286652079,1.746932,10.86,895.43,3.2,94.91,15812.487,1635.99562363238,,,,,3.171960503759119
2000,Netherlands,395969,374.89964021965534,0.67,300.0,64.0,54.0,408.722010364721,1.69467,10.83,880.49,3.3,93.95,15899.135,1631.86813186813,,,,,3.3093763410834085
2001,Netherlands,418813,402.00902284507583,0.6,296.0,66.0,54.0,412.371134020619,1.572829,10.28,928.55,3.1,87.44,15981.636,1629.83425414365,,,,,3.51067977076741
2002,Netherlands,422621,403.18736882274374,0.61,288.0,66.0,52.0,386.920803782506,1.583021,10.72,915.08,2.9,87.2,16057.04,1599.34497816594,,,,,3.7877322043529063
2003,Netherlands,453080,403.41910782655157,0.65,275.0,67.0,52.0,363.93731097058,1.623986,10.55,631.8,3.0,81.57,16127.579,1605.96026490066,,,,,4.08664880164647
